group,mouse_id,day,fmt_donor_recipient,fmt_donor_id,donor_number,sex,mouse_genotype.x,sample_type.x,treatment,treatment_no_cd,treatment_fmt_only,exp_id_number,experiment,sample_date.x,cdiff_cfu,pos_d1_cdiff,ever_pos_cdiff,lipocalin_2
1215.cec,1215,9,NA,NA,NA,F,il10,cecal.contents,HhWT + sterile water  + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210310,0,NA,no,NA
1215.col,1215,9,NA,NA,NA,F,il10,colon.contents,HhWT + sterile water  + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210310,NA,NA,NA,NA
1215.f.d7,1215,7,NA,NA,NA,F,il10,feces,HhWT + sterile water  + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210308,0,NA,no,NA
1215.f.d5,1215,5,NA,NA,NA,F,il10,feces,HhWT + sterile water  + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210306,0,NA,no,NA
1215.f.d3,1215,3,NA,NA,NA,F,il10,feces,HhWT + sterile water  + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210304,0,NA,no,NA
1215.f.d2,1215,2,NA,NA,NA,F,il10,feces,HhWT + sterile water  + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210303,0,NA,no,NA
1215.f.dn7,1215,-7,NA,NA,NA,F,il10,feces,HhWT + sterile water  + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20212202,NA,NA,no,NA
1215.f.dn14,1215,-14,NA,NA,NA,F,il10,feces,HhWT + sterile water  + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20211502,NA,NA,no,NA
1215.f.dn21,1215,-21,NA,NA,NA,F,il10,feces,HhWT + sterile water  + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210802,NA,NA,no,NA
1215.f.dn28,1215,-28,NA,NA,NA,F,il10,feces,HhWT + sterile water  + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210102,NA,NA,no,NA
1215.f.dn35,1215,-35,NA,NA,NA,F,il10,feces,HhWT + sterile water  + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20212501,NA,NA,no,NA
1216.cec,1216,9,NA,NA,NA,F,il10,cecal.contents,HhWT + sterile water  + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210310,0,no,no,NA
1216.f.d3,1216,3,NA,NA,NA,F,il10,feces,HhWT + sterile water  + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210304,0,no,no,NA
1216.f.d1,1216,1,NA,NA,NA,F,il10,feces,HhWT + sterile water  + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210203,0,no,no,NA
1216.f.d0,1216,0,NA,NA,NA,F,il10,feces,HhWT + sterile water  + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210103,NA,no,no,482.5
1216.f.dn7,1216,-7,NA,NA,NA,F,il10,feces,HhWT + sterile water  + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20212202,NA,no,no,NA
1216.f.dn14,1216,-14,NA,NA,NA,F,il10,feces,HhWT + sterile water  + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20211502,NA,no,no,NA
1216.f.dn21,1216,-21,NA,NA,NA,F,il10,feces,HhWT + sterile water  + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210802,NA,no,no,NA
1216.f.dn28,1216,-28,NA,NA,NA,F,il10,feces,HhWT + sterile water  + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210102,NA,no,no,NA
1216.f.dn35,1216,-35,NA,NA,NA,F,il10,feces,HhWT + sterile water  + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20212501,NA,no,no,NA
1217.cec,1217,9,NA,NA,NA,F,il10,cecal.contents,HhWT +  sterile water  + anti-p40,Hh+p40,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210310,0,no,no,NA
1217.f.d7,1217,7,NA,NA,NA,F,il10,feces,HhWT +  sterile water  + anti-p40,Hh+p40,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210308,0,no,no,NA
1217.f.d5,1217,5,NA,NA,NA,F,il10,feces,HhWT +  sterile water  + anti-p40,Hh+p40,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210306,0,no,no,NA
1217.f.d3,1217,3,NA,NA,NA,F,il10,feces,HhWT +  sterile water  + anti-p40,Hh+p40,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210304,0,no,no,NA
1217.f.d2,1217,2,NA,NA,NA,F,il10,feces,HhWT +  sterile water  + anti-p40,Hh+p40,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210303,0,no,no,NA
1217.f.d1,1217,1,NA,NA,NA,F,il10,feces,HhWT +  sterile water  + anti-p40,Hh+p40,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210203,0,no,no,NA
1217.f.dn7,1217,-7,NA,NA,NA,F,il10,feces,HhWT +  sterile water  + anti-p40,Hh+p40,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20212202,NA,no,no,NA
1217.f.dn28,1217,-28,NA,NA,NA,F,il10,feces,HhWT +  sterile water  + anti-p40,Hh+p40,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210102,NA,no,no,NA
1217.f.dn35,1217,-35,NA,NA,NA,F,il10,feces,HhWT +  sterile water  + anti-p40,Hh+p40,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20212501,NA,no,no,NA
1218.cec,1218,9,NA,NA,NA,F,il10,cecal.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210310,9000,no,yes,NA
1218.col,1218,9,NA,NA,NA,F,il10,colon.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210310,NA,no,NA,NA
1218.f.d7,1218,7,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210308,3000,no,yes,NA
1218.f.d5,1218,5,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210306,96000,no,yes,NA
1218.f.d3,1218,3,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210304,8000,no,yes,NA
1218.f.d2,1218,2,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210303,42000,no,yes,NA
1218.f.d1,1218,1,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210203,0,no,yes,NA
1218.f.dn7,1218,-7,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20212202,NA,no,yes,NA
1218.f.dn14,1218,-14,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20211502,NA,no,yes,NA
1218.f.dn21,1218,-21,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210802,NA,no,no,NA
1218.f.dn28,1218,-28,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210102,NA,no,yes,NA
1218.f.dn35,1218,-35,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20212501,NA,no,yes,NA
1220.col,1220,9,NA,NA,NA,F,il10,colon.contents,Sterile broth  + VPI spores + anti-p40,,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210310,NA,NA,NA,NA
1220.f.d7,1220,7,NA,NA,NA,F,il10,feces,Sterile broth  + VPI spores + anti-p40,,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210308,0,NA,no,NA
1220.f.d5,1220,5,NA,NA,NA,F,il10,feces,Sterile broth  + VPI spores + anti-p40,,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210306,0,NA,no,NA
1220.f.d3,1220,3,NA,NA,NA,F,il10,feces,Sterile broth  + VPI spores + anti-p40,,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210304,0,NA,no,NA
1220.f.d2,1220,2,NA,NA,NA,F,il10,feces,Sterile broth  + VPI spores + anti-p40,,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210303,0,NA,no,NA
1220.f.d1,1220,1,NA,NA,NA,F,il10,feces,Sterile broth  + VPI spores + anti-p40,,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210203,0,NA,no,NA
1220.f.d0,1220,0,NA,NA,NA,F,il10,feces,Sterile broth  + VPI spores + anti-p40,,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210103,NA,NA,no,1.1
1220.f.dn7,1220,-7,NA,NA,NA,M,il10,feces,Sterile broth  + VPI spores + anti-p40,,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20212202,NA,NA,no,NA
1220.f.dn21,1220,-21,NA,NA,NA,F,il10,feces,Sterile broth  + VPI spores + anti-p40,,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210802,NA,NA,no,NA
1220.f.dn28,1220,-28,NA,NA,NA,F,il10,feces,Sterile broth  + VPI spores + anti-p40,,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210102,NA,NA,no,NA
1220.f.dn35,1220,-35,NA,NA,NA,F,il10,feces,Sterile broth  + VPI spores + anti-p40,,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20212501,NA,NA,no,NA
1227.cec,1227,9,NA,NA,NA,F,il10,cecal.contents,HhWT + VPI spores + anti-p40 ,Hh+p40,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210310,0,no,no,NA
1227.col,1227,9,NA,NA,NA,F,il10,colon.contents,HhWT + VPI spores + anti-p40 ,Hh+p40,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210310,NA,no,NA,NA
1227.f.d5,1227,5,NA,NA,NA,F,il10,feces,HhWT + VPI spores + anti-p40 ,Hh+p40,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210306,0,no,no,NA
1227.f.d3,1227,3,NA,NA,NA,F,il10,feces,HhWT + VPI spores + anti-p40 ,Hh+p40,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210304,0,no,no,NA
1227.f.d2,1227,2,NA,NA,NA,F,il10,feces,HhWT + VPI spores + anti-p40 ,Hh+p40,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210303,0,no,no,NA
1227.f.d1,1227,1,NA,NA,NA,F,il10,feces,HhWT + VPI spores + anti-p40 ,Hh+p40,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210203,0,no,no,NA
1227.f.dn7,1227,-7,NA,NA,NA,F,il10,feces,HhWT + VPI spores + anti-p40 ,Hh+p40,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20212202,NA,no,no,NA
1227.f.dn14,1227,-14,NA,NA,NA,F,il10,feces,HhWT + VPI spores + anti-p40 ,Hh+p40,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20211502,NA,no,no,NA
1227.f.dn21,1227,-21,NA,NA,NA,F,il10,feces,HhWT + VPI spores + anti-p40 ,Hh+p40,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210802,NA,no,no,NA
1227.f.dn28,1227,-28,NA,NA,NA,F,il10,feces,HhWT + VPI spores + anti-p40 ,Hh+p40,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210102,NA,no,no,NA
1227.f.dn35,1227,-35,NA,NA,NA,F,il10,feces,HhWT + VPI spores + anti-p40 ,Hh+p40,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20212501,NA,no,no,NA
1228.cec,1228,9,NA,NA,NA,F,il10,cecal.contents,HhWT + VPI spores + anti-p40 ,Hh+p40,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210310,0,no,no,NA
1228.col,1228,9,NA,NA,NA,F,il10,colon.contents,HhWT + VPI spores + anti-p40 ,Hh+p40,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210310,NA,no,NA,NA
1228.f.d7,1228,7,NA,NA,NA,F,il10,feces,HhWT + VPI spores + anti-p40 ,Hh+p40,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210308,0,no,no,NA
1228.f.d5,1228,5,NA,NA,NA,F,il10,feces,HhWT + VPI spores + anti-p40 ,Hh+p40,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210306,0,no,no,NA
1228.f.d3,1228,3,NA,NA,NA,F,il10,feces,HhWT + VPI spores + anti-p40 ,Hh+p40,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210304,0,no,no,NA
1228.f.d2,1228,2,NA,NA,NA,F,il10,feces,HhWT + VPI spores + anti-p40 ,Hh+p40,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210303,0,no,no,NA
1228.f.d1,1228,1,NA,NA,NA,F,il10,feces,HhWT + VPI spores + anti-p40 ,Hh+p40,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210203,0,no,no,NA
1228.f.dn7,1228,-7,NA,NA,NA,F,il10,feces,HhWT + VPI spores + anti-p40 ,Hh+p40,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20212202,NA,no,no,NA
1228.f.dn14,1228,-14,NA,NA,NA,F,il10,feces,HhWT + VPI spores + anti-p40 ,Hh+p40,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20211502,NA,no,no,NA
1228.f.dn21,1228,-21,NA,NA,NA,F,il10,feces,HhWT + VPI spores + anti-p40 ,Hh+p40,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210802,NA,no,no,NA
1228.f.dn28,1228,-28,NA,NA,NA,F,il10,feces,HhWT + VPI spores + anti-p40 ,Hh+p40,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210102,NA,no,no,NA
1229.cec,1229,9,NA,NA,NA,M,il10,cecal.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210310,0,no,no,NA
1229.col,1229,9,NA,NA,NA,M,il10,colon.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210310,NA,no,NA,NA
1229.f.d7,1229,7,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210308,0,no,no,NA
1229.f.d5,1229,5,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210306,0,no,no,NA
1229.f.d3,1229,3,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210304,0,no,no,NA
1229.f.d2,1229,2,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210303,0,no,no,NA
1229.f.d1,1229,1,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210203,0,no,no,NA
1229.f.d0,1229,0,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210103,NA,no,no,20627.3
1229.f.dn7,1229,-7,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20212202,NA,no,no,NA
1229.f.dn14,1229,-14,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20211502,NA,no,no,NA
1229.f.dn21,1229,-21,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210802,NA,no,no,NA
1229.f.dn28,1229,-28,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210102,NA,no,no,NA
1233.cec,1233,9,NA,NA,NA,M,il10,cecal.contents,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210310,0,no,no,NA
1233.col,1233,9,NA,NA,NA,M,il10,colon.contents,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210310,NA,no,no,NA
1233.f.d7,1233,7,NA,NA,NA,M,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210308,0,no,no,NA
1233.f.d5,1233,5,NA,NA,NA,M,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210306,0,no,no,NA
1233.f.d3,1233,3,NA,NA,NA,M,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210304,0,no,no,NA
1233.f.d2,1233,2,NA,NA,NA,M,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210303,0,no,no,NA
1233.f.d1,1233,1,NA,NA,NA,M,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210203,0,no,no,NA
1233.f.d0,1233,0,NA,NA,NA,M,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210103,NA,no,no,14.3
1233.f.dn7,1233,-7,NA,NA,NA,M,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20212202,NA,no,no,NA
1233.f.dn21,1233,-21,NA,NA,NA,M,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210802,NA,no,no,NA
1233.f.dn35,1233,-35,NA,NA,NA,M,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20212501,NA,no,no,NA
1237.cec,1237,9,NA,NA,NA,M,il10,cecal.contents,Sterile broth +  VPI spores + control mAb,Hh+control,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210310,0,no,no,NA
1237.col,1237,9,NA,NA,NA,M,il10,colon.contents,Sterile broth +  VPI spores + control mAb,,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210310,NA,no,NA,NA
1237.f.d7,1237,7,NA,NA,NA,M,il10,feces,Sterile broth +  VPI spores + control mAb,,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210308,0,no,no,NA
1237.f.d5,1237,5,NA,NA,NA,M,il10,feces,Sterile broth +  VPI spores + control mAb,,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210306,0,no,no,NA
1237.f.d3,1237,3,NA,NA,NA,M,il10,feces,Sterile broth +  VPI spores + control mAb,,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210304,0,no,no,NA
1237.f.d2,1237,2,NA,NA,NA,M,il10,feces,Sterile broth +  VPI spores + control mAb,,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210303,0,no,no,NA
1237.f.d1,1237,1,NA,NA,NA,M,il10,feces,Sterile broth +  VPI spores + control mAb,,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210203,0,no,no,NA
1237.f.d0,1237,0,NA,NA,NA,M,il10,feces,Sterile broth +  VPI spores + control mAb,,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210103,NA,no,no,12.6
1237.f.dn14,1237,-14,NA,NA,NA,M,il10,feces,Sterile broth +  VPI spores + control mAb,,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20211502,NA,no,no,NA
1237.f.dn28,1237,-28,NA,NA,NA,M,il10,feces,Sterile broth +  VPI spores + control mAb,,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210102,NA,no,no,NA
1237.f.dn35,1237,-35,NA,NA,NA,M,il10,feces,Sterile broth +  VPI spores + control mAb,,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20212501,NA,no,no,NA
1238.cec,1238,9,NA,NA,NA,M,il10,cecal.contents,Sterile broth  + VPI spores + anti-p40,,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210310,0,no,no,NA
1238.col,1238,9,NA,NA,NA,M,il10,colon.contents,Sterile broth  + VPI spores + anti-p40,,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210310,NA,no,NA,NA
1238.f.d3,1238,3,NA,NA,NA,M,il10,feces,Sterile broth  + VPI spores + anti-p40,,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210304,0,no,no,NA
1238.f.d2,1238,2,NA,NA,NA,M,il10,feces,Sterile broth  + VPI spores + anti-p40,,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210303,0,no,no,NA
1238.f.d1,1238,1,NA,NA,NA,M,il10,feces,Sterile broth  + VPI spores + anti-p40,,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210203,0,no,no,NA
1238.f.d0,1238,0,NA,NA,NA,M,il10,feces,Sterile broth  + VPI spores + anti-p40,,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210103,NA,no,no,0
1238.f.dn7,1238,-7,NA,NA,NA,M,il10,feces,Sterile broth  + VPI spores + anti-p40,,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20212202,NA,no,no,NA
1238.f.dn14,1238,-14,NA,NA,NA,M,il10,feces,Sterile broth  + VPI spores + anti-p40,,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20211502,NA,no,no,NA
1238.f.dn21,1238,-21,NA,NA,NA,M,il10,feces,Sterile broth  + VPI spores + anti-p40,,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210802,NA,no,no,NA
1238.f.dn28,1238,-28,NA,NA,NA,M,il10,feces,Sterile broth  + VPI spores + anti-p40,,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210102,NA,no,no,NA
1238.f.dn35,1238,-35,NA,NA,NA,M,il10,feces,Sterile broth  + VPI spores + anti-p40,,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20212501,NA,no,no,NA
1241.cec,1241,9,NA,NA,NA,F,il10,cecal.contents,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210310,0,no,no,NA
1241.col,1241,9,NA,NA,NA,F,il10,colon.contents,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210310,NA,no,no,NA
1241.f.d7,1241,7,NA,NA,NA,F,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210308,0,no,no,NA
1241.f.d5,1241,5,NA,NA,NA,F,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210306,0,no,no,NA
1241.f.d3,1241,3,NA,NA,NA,F,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210304,0,no,no,NA
1241.f.d2,1241,2,NA,NA,NA,F,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210303,0,no,no,NA
1241.f.d1,1241,1,NA,NA,NA,F,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210203,0,no,no,NA
1241.f.d0,1241,0,NA,NA,NA,F,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210103,NA,no,no,NA
1241.f.dn14,1241,-14,NA,NA,NA,F,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20211502,NA,no,yes,NA
1241.f.dn21,1241,-21,NA,NA,NA,F,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210802,NA,no,no,NA
1241.f.dn28,1241,-28,NA,NA,NA,F,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210102,NA,no,no,NA
1241.f.dn35,1241,-35,NA,NA,NA,F,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20212501,NA,no,no,NA
1242.cec,1242,9,NA,NA,NA,F,il10,cecal.contents,Sterile broth  + VPI spores + anti-p40,,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210310,0,no,no,NA
1242.col,1242,9,NA,NA,NA,F,il10,colon.contents,Sterile broth  + VPI spores + anti-p40,,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210310,NA,no,NA,NA
1242.f.d7,1242,7,NA,NA,NA,F,il10,feces,Sterile broth  + VPI spores + anti-p40,,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210308,0,no,no,NA
1242.f.d5,1242,5,NA,NA,NA,F,il10,feces,Sterile broth  + VPI spores + anti-p40,,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210306,0,no,no,NA
1242.f.d3,1242,3,NA,NA,NA,F,il10,feces,Sterile broth  + VPI spores + anti-p40,,NA,p40_1,IL10_mice_HhWT_antip40_Exp_1_012521,20210304,0,no,no,NA
